rolname,query,calls,total_time,min_time,max_time,mean_time,avg_rows,rows_read,debug_hit,debug_read,cache_hit_rate,prop_total_time
-- source: api
-- user: d353e169-1d5b-44af-954d-093733831f05
-- date: 2025-06-23T00:17:43.781Z",178,106232.436573,103.690148,907.397218,596.811441421348,51,9197,14168902,0,100.0000000000000000,0.282277616351522
authenticator,SELECT name FROM pg_timezone_names,350,90790.365162,55.674886,607.682612,259.40104332,1194,417900,0,0,0,0.241245411405044
service_role,"WITH pgrst_source AS ( SELECT ""public"".""players"".""id"", ""public"".""players"".""name"", ""public"".""players"".""team"", ""public"".""players"".""sport"", ""public"".""players"".""position"", ""public"".""players"".""active"", COALESCE( ""players_player_headshots_1"".""players_player_headshots_1"", $9) AS ""player_headshots"", COALESCE( ""players_player_game_stats_1"".""players_player_game_stats_1"", $10) AS ""player_game_stats"" FROM ""public"".""players"" LEFT JOIN LATERAL ( SELECT json_agg(""players_player_headshots_1"")::jsonb AS ""players_player_headshots_1"" FROM (SELECT ""player_headshots_1"".""headshot_url"", ""player_headshots_1"".""is_active"" FROM ""public"".""player_headshots"" AS ""player_headshots_1""  WHERE ""player_headshots_1"".""player_id"" = ""public"".""players"".""id""   LIMIT $1 OFFSET $2 ) AS ""players_player_headshots_1"" ) AS ""players_player_headshots_1"" ON $11 LEFT JOIN LATERAL ( SELECT json_agg(""players_player_game_stats_1"")::jsonb AS ""players_player_game_stats_1"" FROM (SELECT ""player_game_stats_1"".""id"", ""player_game_stats_1"".""created_at"" FROM ""public"".""player_game_stats"" AS ""player_game_stats_1""  WHERE ""player_game_stats_1"".""player_id"" = ""public"".""players"".""id""   LIMIT $3 OFFSET $4 ) AS ""players_player_game_stats_1"" ) AS ""players_player_game_stats_1"" ON $12 WHERE  ""public"".""players"".""name"" ilike $5 AND  ""public"".""players"".""active"" = $6  ORDER BY ""public"".""players"".""name""  , ""public"".""players"".""team"" ASC  LIMIT $7 OFFSET $8 )  SELECT $13::bigint AS total_result_set, pg_catalog.count(_postgrest_t) AS page_total, coalesce(json_agg(_postgrest_t), $14) AS body, nullif(current_setting($15, $16), $17) AS response_headers, nullif(current_setting($18, $19), $20) AS response_status, $21 AS response_inserted FROM ( SELECT * FROM pgrst_source ) _postgrest_t",610,81885.452486,8.923993,1134.885201,134.238446698361,1,610,2285234,0,100.0000000000000000,0.217583546864524
service_role,"WITH pgrst_source AS ( SELECT ""public"".""players_with_headshots"".""id"", ""public"".""players_with_headshots"".""name"", ""public"".""players_with_headshots"".""team"", ""public"".""players_with_headshots"".""sport"", ""public"".""players_with_headshots"".""position"", ""public"".""players_with_headshots"".""active"", ""public"".""players_with_headshots"".""headshot_url"", ""public"".""players_with_headshots"".""has_headshot"", ""public"".""players_with_headshots"".""recent_games_count"", ""public"".""players_with_headshots"".""last_game_date"" FROM ""public"".""players_with_headshots""  WHERE  ""public"".""players_with_headshots"".""name"" ilike $1  ORDER BY ""public"".""players_with_headshots"".""name"" ASC  LIMIT $2 OFFSET $3 )  SELECT $4::bigint AS total_result_set, pg_catalog.count(_postgrest_t) AS page_total, coalesce(json_agg(_postgrest_t), $5) AS body, nullif(current_setting($6, $7), $8) AS response_headers, nullif(current_setting($9, $10), $11) AS response_status, $12 AS response_inserted FROM ( SELECT * FROM pgrst_source ) _postgrest_t",228,78809.5781,8.035599,2563.611887,345.656044298245,1,228,2537709,0,100.0000000000000000,0.209410426508011
service_role,"WITH pgrst_source AS ( SELECT ""public"".""ai_predictions"".* FROM ""public"".""ai_predictions""    ORDER BY ""public"".""ai_predictions"".""created_at"" DESC  LIMIT $1 OFFSET $2 )  SELECT $3::bigint AS total_result_set, pg_catalog.count(_postgrest_t) AS page_total, coalesce(json_agg(_postgrest_t), $4) AS body, nullif(current_setting($5, $6), $7) AS response_headers, nullif(current_setting($8, $9), $10) AS response_status, $11 AS response_inserted FROM ( SELECT * FROM pgrst_source ) _postgrest_t",20690,62672.305775,0.016443,79.294782,3.029110960609,1,20690,2696714,0,100.0000000000000000,0.166530954726469
postgres,SELECT check_day_pass_expirations(),22539,59514.4841469996,1.728377,97.962917,2.64051129806114,1,22539,11776269,0,100.0000000000000000,0.158140086637863
supabase_auth_admin,"INSERT INTO ""users"" (""aud"", ""banned_until"", ""confirmation_sent_at"", ""confirmation_token"", ""created_at"", ""deleted_at"", ""email"", ""email_change"", ""email_change_confirm_status"", ""email_change_sent_at"", ""email_change_token_current"", ""email_change_token_new"", ""email_confirmed_at"", ""encrypted_password"", ""id"", ""instance_id"", ""invited_at"", ""is_anonymous"", ""is_sso_user"", ""last_sign_in_at"", ""phone"", ""phone_change"", ""phone_change_sent_at"", ""phone_change_token"", ""phone_confirmed_at"", ""raw_app_meta_data"", ""raw_user_meta_data"", ""reauthentication_sent_at"", ""reauthentication_token"", ""recovery_sent_at"", ""recovery_token"", ""role"", ""updated_at"") VALUES ($1, $2, $3, $4, $5, $6, $7, $8, $9, $10, $11, $12, $13, $14, $15, $16, $17, $18, $19, $20, $21, $22, $23, $24, $25, $26, $27, $28, $29, $30, $31, $32, $33)",1905,56865.1640780001,0.464027,198.870406,29.8504798309711,1,1905,729300,27,99.9962979568835378,0.15110039350689
postgres,"with _base_query as (select * from public.players_with_headshots order by players_with_headshots.id asc nulls last limit $1 offset $2)
  select id,case
        when octet_length(name::text) > $3 
        then left(name::text, $4) || $5
        else name::text
      end as name,case
        when octet_length(team::text) > $6 
        then left(team::text, $7) || $8
        else team::text
      end as team,case
        when octet_length(sport::text) > $9 
        then left(sport::text, $10) || $11
        else sport::text
      end as sport,case
        when octet_length(""position""::text) > $12 
        then left(""position""::text, $13) || $14
        else ""position""::text
      end as ""position"",case
        when octet_length(external_player_id::text) > $15 
        then left(external_player_id::text, $16) || $17
        else external_player_id::text
      end as external_player_id,active,case
        when octet_length(headshot_url::text) > $18 
        then left(headshot_url::text, $19) || $20
        else headshot_url::text
      end as headshot_url,has_headshot,recent_games_count,last_game_date from _base_query",35,52694.773512,95.242307,4020.404976,1505.56495748571,100,3500,659815,0,100.0000000000000000,0.140018957871961
service_role,"WITH pgrst_source AS (INSERT INTO ""public"".""odds_data""(""bookmaker_id"", ""created_at"", ""event_id"", ""id"", ""implied_probability"", ""last_update"", ""market_type_id"", ""outcome_name"", ""outcome_point"", ""outcome_price"") SELECT ""pgrst_body"".""bookmaker_id"", ""pgrst_body"".""created_at"", ""pgrst_body"".""event_id"", ""pgrst_body"".""id"", ""pgrst_body"".""implied_probability"", ""pgrst_body"".""last_update"", ""pgrst_body"".""market_type_id"", ""pgrst_body"".""outcome_name"", ""pgrst_body"".""outcome_point"", ""pgrst_body"".""outcome_price"" FROM (SELECT $1 AS json_data) pgrst_payload, LATERAL (SELECT ""bookmaker_id"", ""created_at"", ""event_id"", ""id"", ""implied_probability"", ""last_update"", ""market_type_id"", ""outcome_name"", ""outcome_point"", ""outcome_price"" FROM json_to_record(pgrst_payload.json_data) AS _(""bookmaker_id"" uuid, ""created_at"" timestamp with time zone, ""event_id"" uuid, ""id"" uuid, ""implied_probability"" numeric(5,4), ""last_update"" timestamp with time zone, ""market_type_id"" uuid, ""outcome_name"" character varying(200), ""outcome_point"" numeric(10,2), ""outcome_price"" numeric(10,2)) ) pgrst_body  RETURNING $2) SELECT $3 AS total_result_set, pg_catalog.count(_postgrest_t) AS page_total, array[]::text[] AS header, $4::text AS body, nullif(current_setting($5, $6), $7) AS response_headers, nullif(current_setting($8, $9), $10) AS response_status, $11 AS response_inserted FROM (SELECT * FROM pgrst_source) _postgrest_t",116042,49586.8994949997,0.164376,26.631945,0.427318552722285,1,116042,2855897,2,99.9999299695122271,0.131760809064117
postgres,"with f as (
      
-- CTE with sane arg_modes, arg_names, and arg_types.
-- All three are always of the same length.
-- All three include all args, including OUT and TABLE args.
with functions as (
  select
    *,
    -- proargmodes is null when all arg modes are IN
    coalesce(
      p.proargmodes,
      array_fill($1::text, array[cardinality(coalesce(p.proallargtypes, p.proargtypes))])
    ) as arg_modes,
    -- proargnames is null when all args are unnamed
    coalesce(
      p.proargnames,
      array_fill($2::text, array[cardinality(coalesce(p.proallargtypes, p.proargtypes))])
    ) as arg_names,
    -- proallargtypes is null when all arg modes are IN
    coalesce(p.proallargtypes, p.proargtypes) as arg_types,
    array_cat(
      array_fill($3, array[pronargs - pronargdefaults]),
      array_fill($4, array[pronargdefaults])) as arg_has_defaults
  from
    pg_proc as p
  where
    p.prokind = $5
)
select
  f.oid as id,
  n.nspname as schema,
  f.proname as name,
  l.lanname as language,
  case
    when l.lanname = $6 then $7
    else f.prosrc
  end as definition,
  case
    when l.lanname = $8 then f.prosrc
    else pg_get_functiondef(f.oid)
  end as complete_statement,
  coalesce(f_args.args, $9) as args,
  pg_get_function_arguments(f.oid) as argument_types,
  pg_get_function_identity_arguments(f.oid) as identity_argument_types,
  f.prorettype as return_type_id,
  pg_get_function_result(f.oid) as return_type,
  nullif(rt.typrelid, $10) as return_type_relation_id,
  f.proretset as is_set_returning_function,
  case
    when f.provolatile = $11 then $12
    when f.provolatile = $13 then $14
    when f.provolatile = $15 then $16
  end as behavior,
  f.prosecdef as security_definer,
  f_config.config_params as config_params
from
  functions f
  left join pg_namespace n on f.pronamespace = n.oid
  left join pg_language l on f.prolang = l.oid
  left join pg_type rt on rt.oid = f.prorettype
  left join (
    select
      oid,
      jsonb_object_agg(param, value) filter (where param is not null) as config_params
    from
      (
        select
          oid,
          (string_to_array(unnest(proconfig), $17))[$18] as param,
          (string_to_array(unnest(proconfig), $19))[$20] as value
        from
          functions
      ) as t
    group by
      oid
  ) f_config on f_config.oid = f.oid
  left join (
    select
      oid,
      jsonb_agg(jsonb_build_object(
        $21, t2.mode,
        $22, name,
        $23, type_id,
        -- Cast null into false boolean
        $24, COALESCE(has_default, $25)
      )) as args
    from
      (
        select
          oid,
          unnest(arg_modes) as mode,
          unnest(arg_names) as name,
          -- Coming from: coalesce(p.proallargtypes, p.proargtypes) postgres won't automatically assume
          -- integer, we need to cast it to be properly parsed
          unnest(arg_types)::int8 as type_id,
          unnest(arg_has_defaults) as has_default
        from
          functions
      ) as t1,
      lateral (
        select
          case
            when t1.mode = $26 then $27
            when t1.mode = $28 then $29
            when t1.mode = $30 then $31
            when t1.mode = $32 then $33
            else $34
          end as mode
      ) as t2
    group by
      t1.oid
  ) f_args on f_args.oid = f.oid

    )
    select
      f.*
    from f
   where schema NOT IN ($35,$36,$37)

-- source: dashboard
-- user: d353e169-1d5b-44af-954d-093733831f05
-- date: 2025-06-20T19:58:23.791Z",514,48518.066995,68.787912,256.221213,94.3931264494164,120,61844,368308,3,99.9991854709742582,0.128920739683127
postgres,"with tables as (
SELECT
  c.oid :: int8 AS id,
  nc.nspname AS schema,
  c.relname AS name,
  c.relrowsecurity AS rls_enabled,
  c.relforcerowsecurity AS rls_forced,
  CASE
    WHEN c.relreplident = $1 THEN $2
    WHEN c.relreplident = $3 THEN $4
    WHEN c.relreplident = $5 THEN $6
    ELSE $7
  END AS replica_identity,
  pg_total_relation_size(format($8, nc.nspname, c.relname)) :: int8 AS bytes,
  pg_size_pretty(
    pg_total_relation_size(format($9, nc.nspname, c.relname))
  ) AS size,
  pg_stat_get_live_tuples(c.oid) AS live_rows_estimate,
  pg_stat_get_dead_tuples(c.oid) AS dead_rows_estimate,
  obj_description(c.oid) AS comment,
  coalesce(pk.primary_keys, $10) as primary_keys,
  coalesce(
    jsonb_agg(relationships) filter (where relationships is not null),
    $11
  ) as relationships
FROM
  pg_namespace nc
  JOIN pg_class c ON nc.oid = c.relnamespace
  left join (
    select
      table_id,
      jsonb_agg(_pk.*) as primary_keys
    from (
      select
        n.nspname as schema,
        c.relname as table_name,
        a.attname as name,
        c.oid :: int8 as table_id
      from
        pg_index i,
        pg_class c,
        pg_attribute a,
        pg_namespace n
      where
        n.nspname IN ($12) AND
        
        i.indrelid = c.oid
        and c.relnamespace = n.oid
        and a.attrelid = c.oid
        and a.attnum = any (i.indkey)
        and i.indisprimary
    ) as _pk
    group by table_id
  ) as pk
  on pk.table_id = c.oid
  left join (
    select
      c.oid :: int8 as id,
      c.conname as constraint_name,
      nsa.nspname as source_schema,
      csa.relname as source_table_name,
      sa.attname as source_column_name,
      nta.nspname as target_table_schema,
      cta.relname as target_table_name,
      ta.attname as target_column_name
    from
      pg_constraint c
    join (
      pg_attribute sa
      join pg_class csa on sa.attrelid = csa.oid
      join pg_namespace nsa on csa.relnamespace = nsa.oid
    ) on sa.attrelid = c.conrelid and sa.attnum = any (c.conkey)
    join (
      pg_attribute ta
      join pg_class cta on ta.attrelid = cta.oid
      join pg_namespace nta on cta.relnamespace = nta.oid
    ) on ta.attrelid = c.confrelid and ta.attnum = any (c.confkey)
    where
      nsa.nspname IN ($13) OR nta.nspname IN ($14) AND
      
      c.contype = $15
  ) as relationships
  on (relationships.source_schema = nc.nspname and relationships.source_table_name = c.relname)
  or (relationships.target_table_schema = nc.nspname and relationships.target_table_name = c.relname)
WHERE
  nc.nspname IN ($16) AND
  
  
  c.relkind IN ($17, $18)
  AND NOT pg_is_other_temp_schema(nc.oid)
  AND (
    pg_has_role(c.relowner, $19)
    OR has_table_privilege(
      c.oid,
      $20
    )
    OR has_any_column_privilege(c.oid, $21)
  )
group by
  c.oid,
  c.relname,
  c.relrowsecurity,
  c.relforcerowsecurity,
  c.relreplident,
  nc.nspname,
  pk.primary_keys


)
  , columns as (
-- Adapted from information_schema.columns

SELECT
  c.oid :: int8 AS table_id,
  nc.nspname AS schema,
  c.relname AS table,
  (c.oid || $22 || a.attnum) AS id,
  a.attnum AS ordinal_position,
  a.attname AS name,
  CASE
    WHEN a.atthasdef THEN pg_get_expr(ad.adbin, ad.adrelid)
    ELSE $23
  END AS default_value,
  CASE
    WHEN t.typtype = $24 THEN CASE
      WHEN bt.typelem <> $25 :: oid
      AND bt.typlen = $26 THEN $27
      WHEN nbt.nspname = $28 THEN format_type(t.typbasetype, $29)
      ELSE $30
    END
    ELSE CASE
      WHEN t.typelem <> $31 :: oid
      AND t.typlen = $32 THEN $33
      WHEN nt.nspname = $34 THEN format_type(a.atttypid, $35)
      ELSE $36
    END
  END AS data_type,
  COALESCE(bt.typname, t.typname) AS format,
  a.attidentity IN ($37, $38) AS is_identity,
  CASE
    a.attidentity
    WHEN $39 THEN $40
    WHEN $41 THEN $42
    ELSE $43
  END AS identity_generation,
  a.attgenerated IN ($44) AS is_generated,
  NOT (
    a.attnotnull
    OR t.typtype = $45 AND t.typnotnull
  ) AS is_nullable,
  (
    c.relkind IN ($46, $47)
    OR c.relkind IN ($48, $49) AND pg_column_is_updatable(c.oid, a.attnum, $50)
  ) AS is_updatable,
  uniques.table_id IS NOT NULL AS is_unique,
  check_constraints.definition AS ""check"",
  array_to_json(
    array(
      SELECT
        enumlabel
      FROM
        pg_catalog.pg_enum enums
      WHERE
        enums.enumtypid = coalesce(bt.oid, t.oid)
        OR enums.enumtypid = coalesce(bt.typelem, t.typelem)
      ORDER BY
        enums.enumsortorder
    )
  ) AS enums,
  col_description(c.oid, a.attnum) AS comment
FROM
  pg_attribute a
  LEFT JOIN pg_attrdef ad ON a.attrelid = ad.adrelid
  AND a.attnum = ad.adnum
  JOIN (
    pg_class c
    JOIN pg_namespace nc ON c.relnamespace = nc.oid
  ) ON a.attrelid = c.oid
  JOIN (
    pg_type t
    JOIN pg_namespace nt ON t.typnamespace = nt.oid
  ) ON a.atttypid = t.oid
  LEFT JOIN (
    pg_type bt
    JOIN pg_namespace nbt ON bt.typnamespace = nbt.oid
  ) ON t.typtype = $51
  AND t.typbasetype = bt.oid
  LEFT JOIN (
    SELECT DISTINCT ON (table_id, ordinal_position)
      conrelid AS table_id,
      conkey[$52] AS ordinal_position
    FROM pg_catalog.pg_constraint
    WHERE contype = $53 AND cardinality(conkey) = $54
  ) AS uniques ON uniques.table_id = c.oid AND uniques.ordinal_position = a.attnum
  LEFT JOIN (
    -- We only select the first column check
    SELECT DISTINCT ON (table_id, ordinal_position)
      conrelid AS table_id,
      conkey[$55] AS ordinal_position,
      substring(
        pg_get_constraintdef(pg_constraint.oid, $56),
        $57,
        length(pg_get_constraintdef(pg_constraint.oid, $58)) - $59
      ) AS ""definition""
    FROM pg_constraint
    WHERE contype = $60 AND cardinality(conkey) = $61
    ORDER BY table_id, ordinal_position, oid asc
  ) AS check_constraints ON check_constraints.table_id = c.oid AND check_constraints.ordinal_position = a.attnum
WHERE
  nc.nspname IN ($62) AND
  
  
  
  
  NOT pg_is_other_temp_schema(nc.oid)
  AND a.attnum > $63
  AND NOT a.attisdropped
  AND (c.relkind IN ($64, $65, $66, $67, $68))
  AND (
    pg_has_role(c.relowner, $69)
    OR has_column_privilege(
      c.oid,
      a.attnum,
      $70
    )
  )


)
select
  *
  , 
COALESCE(
  (
    SELECT
      array_agg(row_to_json(columns)) FILTER (WHERE columns.table_id = tables.id)
    FROM
      columns
  ),
  $71
) AS columns
from tables",313,48211.037681,21.161087,672.899542,154.028874380192,28,9023,46930943,0,100.0000000000000000,0.128104910679277
service_role,"select set_config('search_path', $1, true), set_config('role', $2, true), set_config('request.jwt.claims', $3, true), set_config('request.method', $4, true), set_config('request.path', $5, true), set_config('request.headers', $6, true), set_config('request.cookies', $7, true)",883178,42639.889602,0.013488,28.740059,0.0482800631378956,1,883178,472029,0,100.0000000000000000,0.113301424561354
service_role,"WITH pgrst_source AS ( SELECT ""public"".""players"".""id"", ""public"".""players"".""name"", ""public"".""players"".""team"" FROM ""public"".""players""  WHERE  ""public"".""players"".""sport"" = $1 AND NOT ""public"".""players"".""team"" IS NULL AND NOT ""public"".""players"".""team"" = $2   LIMIT $3 OFFSET $4 )  SELECT $5::bigint AS total_result_set, pg_catalog.count(_postgrest_t) AS page_total, coalesce(json_agg(_postgrest_t), $6) AS body, nullif(current_setting($7, $8), $9) AS response_headers, nullif(current_setting($10, $11), $12) AS response_status, $13 AS response_inserted FROM ( SELECT * FROM pgrst_source ) _postgrest_t",39213,40032.8258609997,0.022842,407.542732,1.02090699158442,1,39213,9703014,0,100.0000000000000000,0.106374013666657
supabase_auth_admin,"UPDATE ""refresh_tokens"" AS refresh_tokens SET ""revoked"" = $1, ""updated_at"" = $2 WHERE refresh_tokens.id = $3",6069,37371.8800039999,0.061079,26.05092,6.15783160388861,1,6069,152426,6,99.9960638186207620,0.0993034288435534
supabase_admin,"select
        case when not exists (
          select $2
          from pg_replication_slots
          where slot_name = $1
        )
        then (
          select $3 from pg_create_logical_replication_slot($1, $4, $5)
        )
        else $6
        end",1824,37130.326363,0.014859,212.500494,20.3565385762061,1,1824,0,0,0,0.0986615798170028
supabase_auth_admin,"INSERT INTO ""refresh_tokens"" (""created_at"", ""instance_id"", ""parent"", ""revoked"", ""session_id"", ""token"", ""updated_at"", ""user_id"") VALUES ($1, $2, $3, $4, $5, $6, $7, $8) returning id",8761,37044.3927480002,0.075969,40.019757,4.22832927154435,1,8761,506759,3,99.9994080061251633,0.0984332396151855